epoch,train_loss,current_bce_loss,distill_loss,replay_loss,zero_residual_penalty,gate_mean,gate_std,raw_gate_mean,old_like_fraction,residual_norm_mean,val_macro_auroc
0,1.2986290922164918,0.659692156791687,0.0006946849329397082,0.6379922103881835,0.0025002920050174,0.6060413970947266,0.08531863778659966,0.6060413970947266,0.0,1.2575120697021485,0.717892691467873
1,1.1747573347091675,0.523554383277893,0.0102115688174963,0.6408083920478821,0.0018301743641495705,0.8631783447265625,0.05204838006111834,0.8631783447265625,0.0,3.5695655517578126,0.7202293697572733
2,1.1565594091415405,0.4785642294883728,0.0351017834842205,0.6425973892211914,0.0029599172454327343,0.9612894592285156,0.011131724836149019,0.9612894592285156,0.0,5.5069468994140625,0.7220563833613595
3,1.144333505630493,0.47019204711914064,0.032500448763370514,0.6413392715454102,0.003017297523096204,0.9761300506591797,0.0033174610417554423,0.9761300506591797,0.0,5.251048828125,0.7235920902115195
4,1.131759575843811,0.47344723200798033,0.019344911262393,0.6386870965957642,0.002803056262433529,0.977851303100586,0.0035637910316483855,0.977851303100586,0.0,4.268758972167968,0.7255509203392831
5,1.1303795890808106,0.4761577422618866,0.016432331517338753,0.637473813533783,0.003157775504514575,0.9798150634765626,0.0039248746802556436,0.9798150634765626,0.0,4.048203674316406,0.7270804812535433
6,1.124337453842163,0.46531985664367675,0.021344298362731932,0.6373242111206054,0.0034906901344656945,0.9827875213623047,0.00378863406679911,0.9827875213623047,0.0,4.507046020507812,0.728758810324855
7,1.124536199569702,0.46070980310440063,0.026738144651055337,0.6367304992675781,0.003577370284125209,0.9851094512939453,0.003521706774784064,0.9851094512939453,0.0,4.89561865234375,0.730547759830711
8,1.1170702199935914,0.4554272017478943,0.02620628494024277,0.6350465393066407,0.003901877410709858,0.9861629791259766,0.003335835085034851,0.9861629791259766,0.0,4.782732177734375,0.7321424817640745
9,1.114719874382019,0.45883705973625183,0.022544372007250787,0.6328560557365418,0.004824248127639294,0.9866605834960938,0.003198648785673575,0.9866605834960938,0.0,4.438727966308594,0.7330975800719248
10,1.1129364919662477,0.45933820819854737,0.021572722509503366,0.6314508442878723,0.00574722008779645,0.987688491821289,0.002853158159441986,0.987688491821289,0.0,4.354953125,0.7339822753620238
11,1.1074637155532836,0.4539611060619354,0.02230409912765026,0.6305483469963074,0.006502163674682379,0.9894222106933593,0.0024463276338670178,0.9894222106933593,0.0,4.444571655273437,0.7343236511276735
12,1.1059195833206177,0.4511278851032257,0.0244340850263834,0.6296297693252564,0.007278516434133053,0.9912090454101562,0.002027189744152597,0.9912090454101562,0.0,4.638539184570313,0.73453779270996
13,1.1038857765197754,0.45030134391784665,0.02454572457075119,0.6281976084709168,0.008411068841814995,0.9926749877929687,0.0016508851422300937,0.9926749877929687,0.0,4.632792602539062,0.7347907437445348
14,1.100708906173706,0.4499922091960907,0.023402501046657562,0.626285692691803,0.010285240679979324,0.9939166412353516,0.0013682619163414497,0.9939166412353516,0.0,4.529757568359375,0.735105624272398
15,1.1010242786407471,0.45214430713653564,0.023003298327326775,0.6246712307929992,0.012054236143827439,0.9951102905273438,0.0010487595274404344,0.9951102905273438,0.0,4.474045532226563,0.7358386260357795
16,1.0961673831939698,0.44691204237937926,0.02447681324183941,0.6234306201934815,0.013478897340595722,0.996220947265625,0.0008292360948793473,0.996220947265625,0.0,4.56970361328125,0.7360035629523365
17,1.096628339767456,0.44940608978271485,0.023922771781682967,0.6217347197532653,0.01564787119626999,0.9971388092041016,0.0006477223638765425,0.9971388092041016,0.0,4.525694946289063,0.7356713245367529
18,1.092420118331909,0.4482956783771515,0.022840881332755088,0.6193946270942688,0.01888913942873478,0.9978848419189453,0.00047519819378177174,0.9978848419189453,0.0,4.440929321289063,0.7358037051569344
19,1.0937895698547364,0.4489988489151001,0.02477512139081955,0.6179392170906067,0.020763731598854064,0.9985006256103516,0.0003189513367858725,0.9985006256103516,0.0,4.599878662109375,0.7361929235428594
