epoch,train_loss,current_bce_loss,distill_loss,identity_penalty,logit_scale_mean,logit_bias_mean,val_macro_auroc
0,0.6993861994743347,0.6992980465888977,5.405678246461321e-06,0.0001655176319181919,0.9803391695022583,0.019633699208498,0.7187372600671603
1,0.6882526211738587,0.6874657702445984,4.912394069833681e-05,0.0014754131063818932,0.9613137245178223,0.03846614435315132,0.7187372600671603
2,0.6783575210571289,0.6761333317756653,0.00014321023679804057,0.004161931563168764,0.9429636001586914,0.05611338093876839,0.7187372600671603
3,0.669425904750824,0.6651909031867981,0.0002812558424193412,0.00790750452876091,0.926150918006897,0.07146773487329483,0.7187372600671603
4,0.6615346350669861,0.6549254727363586,0.00045367568312212826,0.012311018578708172,0.9106615781784058,0.08416257798671722,0.7187372600671603
5,0.6547215123176575,0.6455533781051636,0.0006501554241403937,0.017035969749093056,0.8969300389289856,0.09416171163320541,0.7187372600671603
6,0.6484097294807434,0.6366575241088868,0.0008573137577623129,0.02178979632258415,0.8845821022987366,0.10138558596372604,0.7187372600671603
