epoch,train_loss,current_bce_loss,distill_loss,replay_loss,zero_residual_penalty,gate_mean,gate_std,raw_gate_mean,old_like_fraction,residual_norm_mean,val_macro_auroc
0,1.3359004640579224,0.6964459142684937,1.4132439362583682e-05,0.6392907848358155,0.0014967380659654736,0.10000001335144043,0.0,0.6166124267578125,1.0,1.1303083724975587,0.7192911416323357
1,1.315402485847473,0.6750629229545593,0.00011985856445971877,0.64001349401474,0.002062245786190033,0.10000001335144043,0.0,0.6166123046875,1.0,3.815364562988281,0.7194966077597724
2,1.2935575752258301,0.6516217827796936,0.0004148860853165388,0.6409400787353515,0.005808720499277115,0.10000001335144043,0.0,0.6166122589111328,1.0,7.052967895507813,0.7197798393030262
3,1.2703143253326417,0.6258249702453613,0.0010080171460285783,0.6420962653160095,0.013850980833172799,0.10000001335144043,0.0,0.6166121368408203,1.0,10.827396240234375,0.7200868006070441
4,1.2449515161514282,0.5966748323440552,0.0021051039937883616,0.6434069776535034,0.027645872980356215,0.10000001335144043,0.0,0.616612060546875,1.0,15.287063720703125,0.7202477979576146
5,1.2213637056350708,0.5679933261871338,0.0038354797065258024,0.64481702709198,0.047178907483816146,0.10000001335144043,0.0,0.6166119689941406,1.0,20.207294921875,0.7203604016316116
6,1.2015048322677613,0.5417102260589599,0.006278154712170363,0.646235637664795,0.0728086810708046,0.10000001335144043,0.0,0.6166118927001953,1.0,25.3606728515625,0.7203161579604221
7,1.1850948400497436,0.5181206555366517,0.009357308372855186,0.6475486874580383,0.10068165880441665,0.10000001335144043,0.0,0.61661181640625,1.0,30.505625,0.7203002709499476
8,1.1699208097457885,0.4966173276901245,0.01250154934823513,0.6484216494560242,0.12380336141586304,0.10000001335144043,0.0,0.6166117095947266,1.0,34.9106181640625,0.7203359168444469
9,1.163795150756836,0.4858804256916046,0.01517569735646248,0.6487036180496216,0.14035388052463532,0.10000001335144043,0.0,0.6166116180419922,1.0,38.28871875,0.7203788825979507
10,1.1564474267959595,0.4764694335460663,0.017401465922594072,0.648321662902832,0.14254833352565766,0.10000001335144043,0.0,0.6166115570068359,1.0,40.7380986328125,0.7204831410071252
11,1.1491856985092164,0.4698417675495148,0.01850246924161911,0.6473716597557068,0.13469788205623626,0.10000001335144043,0.0,0.6166114654541016,1.0,41.8447314453125,0.7204771177831792
12,1.1462587299346925,0.4697946791648865,0.01863833512365818,0.6461631693840026,0.11662546437978745,0.10000001335144043,0.0,0.6166113739013672,1.0,41.9775751953125,0.7204782832923365
13,1.1431130418777466,0.46980819129943846,0.018746911481022834,0.6448461079597473,0.09711813670396804,0.10000001335144043,0.0,0.6166112670898437,1.0,41.983759765625,0.7204346516303869
14,1.1404006366729735,0.46952642703056335,0.018853907436132432,0.6438732914924622,0.08147037327289582,0.10000001335144043,0.0,0.6166112060546876,1.0,41.9138818359375,0.7203665967627104
15,1.1370578956604005,0.4681636481285095,0.019312909737229347,0.643090639591217,0.06490683397650719,0.10000001335144043,0.0,0.616611099243164,1.0,42.1898095703125,0.7202250028251017
16,1.134660047531128,0.46720743584632873,0.01995333842933178,0.6422271113395691,0.05272116121649742,0.10000001335144043,0.0,0.6166110229492188,1.0,42.6854560546875,0.720085822398609
