method,num_seeds,d0_nih_test_macro_auroc_mean,d0_nih_test_macro_auroc_std,d0_nih_test_macro_auroc_min,d0_nih_test_macro_auroc_max,d1_chexpert_test_macro_auroc_mean,d1_chexpert_test_macro_auroc_std,d1_chexpert_test_macro_auroc_min,d1_chexpert_test_macro_auroc_max,seen_average_macro_auroc_mean,seen_average_macro_auroc_std,seen_average_macro_auroc_min,seen_average_macro_auroc_max,nih_forgetting_macro_auroc_mean,nih_forgetting_macro_auroc_std,nih_forgetting_macro_auroc_min,nih_forgetting_macro_auroc_max,average_macro_ece_mean,average_macro_ece_std,average_macro_ece_min,average_macro_ece_max,average_brier_score_mean,average_brier_score_std,average_brier_score_min,average_brier_score_max,seen_average_delta_vs_source_only_mean,d1_chexpert_delta_vs_source_only_mean,average_macro_ece_delta_vs_source_only_mean
harder_gate_clipping,3,0.840277665203338,0.003866718135600489,0.8348095099294129,0.8430532414602437,0.8547111377369054,0.0015257769856204177,0.8528633968147986,0.8566000901780788,0.8474944014701218,0.0013134344589560778,0.8457048000537459,0.8488200852190981,0.00447988868920531,0.003866718135600489,0.0017043124322995151,0.009948043963130315,0.06500839239018565,0.005557311057694958,0.057250012863340694,0.06997442143613468,0.07939731407289703,0.0017802919597702327,0.07701344681637629,0.08129070466384292,0.00010557733332838826,0.004691043355862123,-0.00019545347694528703
source_only,3,0.8447575538925433,0.0,0.8447575538925433,0.8447575538925433,0.8500200943810433,0.0,0.8500200943810433,0.8500200943810433,0.8473888241367934,1.1102230246251565e-16,0.8473888241367933,0.8473888241367933,0.0,0.0,0.0,0.0,0.06520384586713093,0.0,0.06520384586713093,0.06520384586713093,0.08818298212385604,1.3877787807814457e-17,0.08818298212385603,0.08818298212385603,0.0,0.0,0.0
tiny_logit_correction,3,0.8447575538925433,0.0,0.8447575538925433,0.8447575538925433,0.8500200943810433,0.0,0.8500200943810433,0.8500200943810433,0.8473888241367934,1.1102230246251565e-16,0.8473888241367933,0.8473888241367933,0.0,0.0,0.0,0.0,0.0640784251869108,1.3586639858193916e-05,0.06406711383842066,0.06409753207747468,0.08770238812125865,3.7581784881788978e-06,0.08769925238032426,0.08770767233467527,0.0,0.0,-0.0011254206802201322
lwf,3,0.8303023311561506,0.00018917024149781231,0.8301046692572999,0.8305572883388282,0.8507167368772751,0.0005476677130809302,0.8499535770042582,0.8512127726659257,0.8405095340167129,0.00019484784667731544,0.8402554326715432,0.8407289042691246,0.014455222736392695,0.00018917024149781231,0.014200265553715008,0.01465288463524339,0.08124826704842401,0.000514976015847772,0.08052762076650771,0.08169970631099535,0.08334604287076565,7.800698233377709e-05,0.08323633644197669,0.08341094638620104,-0.0068792901200804835,0.000696642496231803,0.01604442118129308
vq_summary_replay,3,0.8259611968867423,0.0006735542800083529,0.8250336256149046,0.8266126569852883,0.854409516817992,0.0009760743139669814,0.8535314781690094,0.8557709610433554,0.8401853568523672,0.0007053401775177409,0.839282551891957,0.8410041345516946,0.018796357005800995,0.0006735542800083529,0.01814489690725496,0.01972392827763869,0.06330224090598406,0.0012744286821694051,0.06150735959291245,0.06434129195371276,0.08024191829775061,6.134530821284146e-05,0.08015655167400837,0.08029799096818481,-0.007203467284426224,0.004389422436948731,-0.0019016049611468716
