method,d0_nih_test_macro_auroc,d1_chexpert_test_macro_auroc,seen_average_macro_auroc,nih_forgetting_macro_auroc,average_macro_ece,average_brier_score
original_gate,0.8189542481163054,0.8518618699578437,0.8354080590370745,0.025803305776237906,0.05651533144330978,0.07737673739237444
harder_gate_clipping,0.8429702442203572,0.854669926217839,0.8488200852190981,0.0017873096721860993,0.06997442143613468,0.08129070466384292
