domain,label_index,label_name,source_only_auroc,labelwise_trust_region_auroc,delta_auroc
nih,0,atelectasis,0.797664274658787,0.7869002392007879,-0.010764035457999088
nih,1,cardiomegaly,0.8679439098370982,0.856276225639833,-0.011667684197265271
nih,2,consolidation,0.8085547868351461,0.7982419044719229,-0.010312882363223252
nih,3,edema,0.9023303347553803,0.8931444664947535,-0.009185868260626728
nih,4,pleural_effusion,0.8659899876211452,0.862744399221629,-0.003245588399516164
nih,5,pneumonia,0.8137677484787018,0.7989169805853377,-0.014850767893364147
nih,6,pneumothorax,0.8570518350615446,0.8524902594290418,-0.004561575632502812
