domain,label_index,label_name,source_only_auroc,harder_gate_clipping_auroc,delta_auroc
nih,0,atelectasis,0.797664274658787,0.7967442716281888,-0.0009200030305981377
nih,1,cardiomegaly,0.8679439098370982,0.8653952379567986,-0.0025486718802996133
nih,2,consolidation,0.8085547868351461,0.8068350333519405,-0.0017197534832056327
nih,3,edema,0.9023303347553803,0.9003814571425177,-0.001948877612862554
nih,4,pleural_effusion,0.8659899876211452,0.8661349223886199,0.00014493476747468037
nih,5,pneumonia,0.8137677484787018,0.8080628803245435,-0.005704868154158271
nih,6,pneumothorax,0.8570518350615446,0.8572379067498913,0.00018607168834672283
