method,domain,threshold,num_rows,mean_active_fraction_mean,mean_active_fraction_std,mean_active_fraction_min,mean_active_fraction_max,std_active_fraction_mean,std_active_fraction_std,std_active_fraction_min,std_active_fraction_max
topk_labelwise_trust_region_k1,nih,0.5,3,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,0.0,5.551115123125783e-17,5.551115123125783e-17
topk_labelwise_trust_region_k1,chexpert,0.5,3,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,0.0,5.551115123125783e-17,5.551115123125783e-17
topk_labelwise_trust_region_k2,nih,0.5,3,0.2857142857142856,0.0,0.2857142857142856,0.2857142857142856,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16
topk_labelwise_trust_region_k2,chexpert,0.5,3,0.2857142857142856,0.0,0.2857142857142856,0.2857142857142856,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16
