method,seed,domain,metric,label_index,label_name,mean,std,min,max
harder_gate_clipping,31415,nih,residual_abs,1,cardiomegaly,7.8455610275268555,1.6146728992462158,3.6280155181884766,12.662680625915527
harder_gate_clipping,31415,nih,residual_abs,2,consolidation,4.43916130065918,1.5878554582595825,0.4642181694507599,9.183438301086426
harder_gate_clipping,31415,nih,residual_abs,3,edema,18.55562973022461,3.3083271980285645,9.829587936401367,28.685056686401367
harder_gate_clipping,31415,nih,residual_abs,4,pleural_effusion,6.051556587219238,2.13450026512146,0.8905462622642517,12.239258766174316
harder_gate_clipping,31415,nih,residual_abs,5,pneumonia,3.9877235889434814,0.6672382354736328,2.102182149887085,5.941561222076416
harder_gate_clipping,31415,nih,residual_abs,6,pneumothorax,3.4581098556518555,1.269355058670044,0.09146808832883835,7.678946495056152
harder_gate_clipping,31415,chexpert,residual_abs,0,atelectasis,8.463960647583008,0.6149645447731018,6.957360744476318,9.880131721496582
harder_gate_clipping,31415,chexpert,residual_abs,1,cardiomegaly,10.82329273223877,1.357175350189209,7.803532600402832,13.39095687866211
harder_gate_clipping,31415,chexpert,residual_abs,2,consolidation,7.286552906036377,1.221326231956482,4.024792671203613,9.660015106201172
harder_gate_clipping,31415,chexpert,residual_abs,3,edema,25.002084732055664,2.8853278160095215,18.76593780517578,30.319507598876953
harder_gate_clipping,31415,chexpert,residual_abs,4,pleural_effusion,10.07909870147705,1.6313610076904297,6.7142653465271,13.163790702819824
harder_gate_clipping,31415,chexpert,residual_abs,5,pneumonia,4.896899700164795,0.5130206346511841,3.7098453044891357,6.0243916511535645
harder_gate_clipping,31415,chexpert,residual_abs,6,pneumothorax,6.57849645614624,0.9342783689498901,4.367069721221924,8.553116798400879
labelwise_trust_region,31415,nih,residual_abs,0,atelectasis,0.4321141242980957,0.23547637462615967,0.0003154382575303316,1.2974822521209717
labelwise_trust_region,31415,nih,residual_abs,1,cardiomegaly,2.1575794219970703,0.6298106908798218,0.011667585000395775,3.9302620887756348
labelwise_trust_region,31415,nih,residual_abs,2,consolidation,1.5508350133895874,0.5762234330177307,0.03110995888710022,2.979783773422241
labelwise_trust_region,31415,nih,residual_abs,3,edema,1.7150176763534546,0.8780410289764404,0.0021949931979179382,4.166705131530762
labelwise_trust_region,31415,nih,residual_abs,4,pleural_effusion,1.4539086818695068,0.7384770512580872,0.0005489848554134369,3.1084489822387695
labelwise_trust_region,31415,nih,residual_abs,5,pneumonia,1.4541759490966797,0.49950700998306274,0.007377877831459045,2.6764075756073
labelwise_trust_region,31415,nih,residual_abs,6,pneumothorax,2.132937431335449,0.7008951902389526,0.0016121966764330864,4.403660297393799
labelwise_trust_region,31415,chexpert,residual_abs,0,atelectasis,0.5362138748168945,0.3262448012828827,0.0008517398964613676,1.4678711891174316
labelwise_trust_region,31415,chexpert,residual_abs,1,cardiomegaly,0.433681458234787,0.30549779534339905,0.0018222425132989883,1.6026923656463623
labelwise_trust_region,31415,chexpert,residual_abs,2,consolidation,0.37263181805610657,0.25723811984062195,0.00420023500919342,1.1732137203216553
labelwise_trust_region,31415,chexpert,residual_abs,3,edema,0.9650777578353882,0.7034366726875305,0.008235834538936615,3.0069222450256348
labelwise_trust_region,31415,chexpert,residual_abs,4,pleural_effusion,0.5956201553344727,0.47243374586105347,6.697699427604675e-05,1.921228289604187
labelwise_trust_region,31415,chexpert,residual_abs,5,pneumonia,0.20773230493068695,0.1413988471031189,0.002810731530189514,0.8527607321739197
labelwise_trust_region,31415,chexpert,residual_abs,6,pneumothorax,0.3019181191921234,0.24782949686050415,0.0034842370077967644,1.1704399585723877
