method,d0_nih_test_macro_auroc,d1_chexpert_test_macro_auroc,seen_average_macro_auroc,nih_forgetting_macro_auroc,average_macro_ece,average_brier_score
original_gate,0.8184398455858676,0.8498130743185549,0.8341264599522112,0.02631770830667568,0.06071498251852427,0.07807065154026661
harder_gate_clipping,0.8429702442203572,0.854669926217839,0.8488200852190981,0.0017873096721860993,0.06997442143613468,0.08129070466384292
