method,seed,domain,label_index,label_name,source_only_auroc,candidate_auroc,delta_auroc
labelwise_trust_region,2027,chexpert,3,edema,0.861845972957084,0.8676072898295121,0.0057613168724280905
labelwise_trust_region,2027,chexpert,4,pleural_effusion,0.9043703637501117,0.9188488694253284,0.01447850567521669
labelwise_trust_region,2027,chexpert,5,pneumonia,0.8987831858407079,0.911504424778761,0.012721238938053103
labelwise_trust_region,2027,chexpert,6,pneumothorax,0.7793141592920354,0.7710176991150443,-0.00829646017699115
harder_gate_clipping,31415,nih,0,atelectasis,0.797664274658787,0.7968281542574492,-0.0008361204013377366
harder_gate_clipping,31415,nih,1,cardiomegaly,0.8679439098370982,0.8647459565272164,-0.003197953309881818
harder_gate_clipping,31415,nih,2,consolidation,0.8085547868351461,0.805701687613828,-0.002853099221318156
harder_gate_clipping,31415,nih,3,edema,0.9023303347553803,0.8981830281280081,-0.0041473066273721715
harder_gate_clipping,31415,nih,4,pleural_effusion,0.8659899876211452,0.8658284209951078,-0.00016156662603739047
harder_gate_clipping,31415,nih,5,pneumonia,0.8137677484787018,0.8125543320776586,-0.0012134164010432213
harder_gate_clipping,31415,nih,6,pneumothorax,0.8570518350615446,0.8575311106224379,0.000479275560893333
harder_gate_clipping,31415,chexpert,0,atelectasis,0.861525974025974,0.8627435064935064,0.0012175324675324228
harder_gate_clipping,31415,chexpert,1,cardiomegaly,0.739280652019844,0.7635542168674699,0.024273564847625884
harder_gate_clipping,31415,chexpert,2,consolidation,0.9050203527815468,0.9041157847127996,-0.0009045680687471691
harder_gate_clipping,31415,chexpert,3,edema,0.861845972957084,0.8564373897707231,-0.005408583186360838
harder_gate_clipping,31415,chexpert,4,pleural_effusion,0.9043703637501117,0.9106265081776745,0.0062561444275628375
harder_gate_clipping,31415,chexpert,5,pneumonia,0.8987831858407079,0.8976769911504424,-0.0011061946902655162
harder_gate_clipping,31415,chexpert,6,pneumothorax,0.7793141592920354,0.7748893805309734,-0.004424778761061954
labelwise_trust_region,31415,nih,0,atelectasis,0.797664274658787,0.7957647389897284,-0.0018995356690585385
labelwise_trust_region,31415,nih,1,cardiomegaly,0.8679439098370982,0.8582337606961847,-0.009710149140913504
labelwise_trust_region,31415,nih,2,consolidation,0.8085547868351461,0.7989410829372261,-0.009613703897920045
labelwise_trust_region,31415,nih,3,edema,0.9023303347553803,0.8934653182968711,-0.008865016458509123
labelwise_trust_region,31415,nih,4,pleural_effusion,0.8659899876211452,0.8630413966959625,-0.002948590925182737
labelwise_trust_region,31415,nih,5,pneumonia,0.8137677484787018,0.8006737177629673,-0.013094030715734561
labelwise_trust_region,31415,nih,6,pneumothorax,0.8570518350615446,0.8519997067961275,-0.005052128265417122
labelwise_trust_region,31415,chexpert,0,atelectasis,0.861525974025974,0.8653409090909091,0.003814935064935132
labelwise_trust_region,31415,chexpert,1,cardiomegaly,0.739280652019844,0.760896527285613,0.021615875265768913
labelwise_trust_region,31415,chexpert,2,consolidation,0.9050203527815468,0.9038142620232172,-0.0012060907583295588
labelwise_trust_region,31415,chexpert,3,edema,0.861845972957084,0.8671369782480893,0.005291005291005346
labelwise_trust_region,31415,chexpert,4,pleural_effusion,0.9043703637501117,0.9185807489498616,0.01421038519974993
labelwise_trust_region,31415,chexpert,5,pneumonia,0.8987831858407079,0.9054203539823008,0.006637168141592875
labelwise_trust_region,31415,chexpert,6,pneumothorax,0.7793141592920354,0.7710176991150444,-0.008296460176991038
