epoch,train_loss,current_bce_loss,distill_loss,identity_penalty,logit_scale_mean,logit_bias_mean,val_macro_auroc
0,0.6993273062705994,0.6992406854629517,5.2721858082804825e-06,0.00016272503696382047,0.9805646538734436,0.01956714503467083,0.7187372600671603
1,0.6881268644332885,0.6873492474555969,4.850364464800805e-05,0.001458222771063447,0.9616668820381165,0.038516100496053696,0.7187372600671603
2,0.6783061017990112,0.676095787525177,0.00014193827158305794,0.004136751972138882,0.9433192014694214,0.056214068084955215,0.7187372600671603
3,0.6693297514915466,0.6651196165084838,0.0002790963426232338,0.007862091980874538,0.9265069961547852,0.07144743949174881,0.7187372600671603
4,0.6614549555778504,0.6548811230659485,0.0004503137175925076,0.012247038751840592,0.9109880328178406,0.0840567797422409,0.7187372600671603
5,0.6545140762329101,0.645396074295044,0.0006447856104932725,0.016946448415517807,0.8972768187522888,0.09390643984079361,0.7187372600671603
6,0.6482127137184143,0.6365591187477112,0.0008485049437731505,0.02161021211743355,0.8852828741073608,0.10091958194971085,0.7187372600671603
