domain,label_index,label_name,source_only_auroc,topk_labelwise_trust_region_k2_auroc,delta_auroc
chexpert,0,atelectasis,0.861525974025974,0.8573051948051948,-0.004220779220779125
chexpert,1,cardiomegaly,0.739280652019844,0.7341424521615876,-0.005138199858256476
chexpert,2,consolidation,0.9050203527815468,0.9071310116086235,0.002110658827076728
chexpert,3,edema,0.861845972957084,0.8610229276895943,-0.0008230452674896638
chexpert,4,pleural_effusion,0.9043703637501117,0.9217088211636428,0.017338457413531128
chexpert,5,pneumonia,0.8987831858407079,0.8987831858407079,0.0
chexpert,6,pneumothorax,0.7793141592920354,0.7710176991150441,-0.00829646017699126
