domain,label_index,label_name,source_only_auroc,topk_labelwise_trust_region_k2_auroc,delta_auroc
nih,0,atelectasis,0.797664274658787,0.796489917849141,-0.001174356809645949
nih,1,cardiomegaly,0.8679439098370982,0.8669360700061051,-0.0010078398309931735
nih,2,consolidation,0.8085547868351461,0.807094406008424,-0.001460380826722174
nih,3,edema,0.9023303347553803,0.8735725065655785,-0.02875782818980177
nih,4,pleural_effusion,0.8659899876211452,0.8634476892408507,-0.0025422983802945165
nih,5,pneumonia,0.8137677484787018,0.8071935670820052,-0.006574181396696632
nih,6,pneumothorax,0.8570518350615446,0.8593354421458013,0.002283607084256678
