domain,label_index,label_name,source_only_auroc,topk_labelwise_trust_region_k1_auroc,delta_auroc
chexpert,0,atelectasis,0.861525974025974,0.8530844155844157,-0.00844155844155825
chexpert,1,cardiomegaly,0.739280652019844,0.7402551381998583,0.0009744861800142779
chexpert,2,consolidation,0.9050203527815468,0.9050203527815468,0.0
chexpert,3,edema,0.861845972957084,0.861845972957084,0.0
chexpert,4,pleural_effusion,0.9043703637501117,0.9110733756367861,0.006703011886674437
chexpert,5,pneumonia,0.8987831858407079,0.8987831858407079,0.0
chexpert,6,pneumothorax,0.7793141592920354,0.793141592920354,0.01382743362831862
