domain,label_index,label_name,source_only_auroc,topk_labelwise_trust_region_k1_auroc,delta_auroc
nih,0,atelectasis,0.797664274658787,0.7890433050838284,-0.008620969574958615
nih,1,cardiomegaly,0.8679439098370982,0.8665581300694829,-0.001385779767615336
nih,2,consolidation,0.8085547868351461,0.8092257726203969,0.0006709857852507106
nih,3,edema,0.9023303347553803,0.7162006393269242,-0.18612969542845603
nih,4,pleural_effusion,0.8659899876211452,0.8615088897284018,-0.004481097892743424
nih,5,pneumonia,0.8137677484787018,0.7959287163141119,-0.01783903216458993
nih,6,pneumothorax,0.8570518350615446,0.8390705437240276,-0.017981291337517025
