epoch,train_loss,current_bce_loss,distill_loss,replay_loss,zero_residual_penalty,gate_mean,gate_std,raw_gate_mean,old_like_fraction,residual_norm_mean,val_macro_auroc
0,0.9728390386921609,0.3142239959660417,2.030873128787133e-05,0.6582269266038715,0.0036781310842919327,0.10000001261372843,0.0,0.48299063183740526,1.0,1.1637247425759722,0.7824209616942323
1,0.9672057798248016,0.30837620319966563,0.00015021369258037029,0.6580145798608631,0.006647816528836807,0.10000001261372843,0.0,0.4830081993210053,1.0,3.3798966340884893,0.7832391659122238
2,0.9631423830747127,0.30356892101272553,0.00041436674229647656,0.6579204260227914,0.012386773845445894,0.10000001261372843,0.0,0.48298453137965386,1.0,5.80563739784256,0.7843235687969867
3,0.9593507930606544,0.2989422649085402,0.0007961378030372571,0.6576814014830427,0.019309798811743398,0.10000001261372843,0.0,0.48303242532428137,1.0,8.244514786408756,0.7850509909246368
4,0.9571047941286244,0.29567101985992555,0.001232650026936599,0.6575783868590911,0.026227364312849923,0.10000001261372843,0.0,0.4830078935336493,1.0,10.468318717513151,0.7858133305412649
5,0.9541315863987726,0.29222475574585144,0.0015872456037713764,0.6573335346812476,0.02986074662310088,0.10000001261372843,0.0,0.48299252771901224,1.0,12.109867439958041,0.7866978467237341
6,0.9530140742032466,0.2909702057828884,0.0018447328653776335,0.6571081427629581,0.030909746538153392,0.10000001261372843,0.0,0.4830083369253155,1.0,13.279076218843938,0.787585225171571
7,0.9503863519561554,0.2885002142680671,0.0019745125966277237,0.6570066409502813,0.02904986881675247,0.10000001261372843,0.0,0.4830163791327773,1.0,13.921654099214052,0.7883253466979633
8,0.9490599789934789,0.2876139740069548,0.002037685574918896,0.656857409075888,0.025508851454945986,0.10000001261372843,0.0,0.4829872758211736,1.0,14.288707786667084,0.7889972273119532
9,0.9469540005695366,0.28607088345325066,0.002079880546278251,0.6565838306843638,0.02219410822213532,0.10000001261372843,0.0,0.4830065633586509,1.0,14.567624751456037,0.7897668081717698
10,0.9455299078820941,0.28484582972669886,0.002197958365687447,0.6564028406429864,0.020832713700845867,0.10000001261372843,0.0,0.4829749831694639,1.0,15.114850061451028,0.7903611556293171
11,0.9441138516686006,0.2831659127093986,0.002463785755095298,0.6562745344184922,0.02209641035265459,0.10000001261372843,0.0,0.4830024734527649,1.0,16.059130957226955,0.7909502299283931
12,0.9439054949727947,0.2828412932121682,0.0026941343578314016,0.6560941094864824,0.02275949185023566,0.10000001261372843,0.0,0.48297913423282113,1.0,16.86544524596067,0.7914591330832063
13,0.9415995864447706,0.2805627997748121,0.0028278814761233113,0.6559554314565563,0.022534678184347068,0.10000001261372843,0.0,0.48296642112349697,1.0,17.379644053732466,0.7920049963309184
14,0.9408124250496079,0.2796705978547404,0.002996101156567673,0.655845966750013,0.022997620405409043,0.10000001261372843,0.0,0.4829979554445806,1.0,17.98801313564629,0.7925407008722656
15,0.9391695702959875,0.27773123268851774,0.003252405386776449,0.6557516856996234,0.024342296062735375,0.10000001261372843,0.0,0.4829930399128335,1.0,18.822958416833668,0.7932064326751803
16,0.9390298757619991,0.27738568049394535,0.003477960402231835,0.6555924672401978,0.02573755915409219,0.10000001261372843,0.0,0.4829980089573679,1.0,19.571921186122246,0.7936448942998523
17,0.9390549205825898,0.2772110142187031,0.0036506975668749372,0.6555311417054079,0.026620797185835713,0.10000001261372843,0.0,0.48301439915964745,1.0,20.112566441476705,0.7940593817166552
18,0.9386405250830259,0.2766750824594784,0.003845133592854282,0.6553734637692362,0.027468458740021996,0.10000001261372843,0.0,0.48301465143421607,1.0,20.760321913357966,0.7946236024524655
19,0.9377243502106599,0.27568335242882996,0.003868425838865773,0.6553323973634678,0.02840171727484357,0.10000001261372843,0.0,0.48295802726057585,1.0,20.974381869207164,0.7950466234338115
