method,domain,metric,label_index,label_name,num_rows,mean_mean,mean_std,mean_min,mean_max,std_mean,std_std,std_min,std_max
harder_gate_clipping,nih,residual_abs,0,atelectasis,3,5.047847588857015,1.6770877249103862,2.8537516593933105,6.924890518188477,1.02030215660731,0.452253403742538,0.673647403717041,1.6591105461120605
harder_gate_clipping,nih,residual_abs,1,cardiomegaly,3,6.329299132029216,1.574186418369299,4.1595001220703125,7.8455610275268555,2.1501202980677285,1.0135138795013003,1.2664154767990112,3.569272518157959
harder_gate_clipping,nih,residual_abs,2,consolidation,3,3.847928603490194,1.1379011003681008,2.2561404705047607,4.848484039306641,1.4933112462361653,0.3789029577520489,0.9892599582672119,1.9028183221817017
harder_gate_clipping,nih,residual_abs,3,edema,3,18.137394587198894,0.43237761391608526,17.541967391967773,18.55562973022461,3.81914488474528,1.558108073042231,2.2182536125183105,5.930853843688965
harder_gate_clipping,nih,residual_abs,4,pleural_effusion,3,5.966509501139323,2.3077807614327583,3.0985031127929688,8.749468803405762,2.0300012032190957,0.5034284246960169,1.3678580522537231,2.5876452922821045
harder_gate_clipping,nih,residual_abs,5,pneumonia,3,5.624211231867473,1.7168257763598929,3.9877235889434814,7.995731353759766,1.7504467169443767,1.1411278781816396,0.6672382354736328,3.328030586242676
harder_gate_clipping,nih,residual_abs,6,pneumothorax,3,2.6709278424580893,0.6328472272956169,1.908552646636963,3.4581098556518555,1.2260095874468486,0.409376179457472,0.704362690448761,1.7043110132217407
harder_gate_clipping,chexpert,residual_abs,0,atelectasis,3,7.926545302073161,0.548384070645266,7.173610210418701,8.463960647583008,0.8310131728649139,0.4042192177522159,0.48069044947624207,1.397384524345398
harder_gate_clipping,chexpert,residual_abs,1,cardiomegaly,3,10.65562629699707,0.8761657193393436,9.508583068847656,11.635003089904785,1.8621970017751057,0.9451693445598177,1.0429184436798096,3.186497211456299
harder_gate_clipping,chexpert,residual_abs,2,consolidation,3,6.771453221638997,0.44387696697864476,6.203187465667725,7.286552906036377,1.2216153542200725,0.3904111139737556,0.7436059713363647,1.6999138593673706
harder_gate_clipping,chexpert,residual_abs,3,edema,3,25.71841875712077,3.9018899712551365,21.33820343017578,30.81496810913086,3.3468098640441895,1.3355137436247952,1.9914641380310059,5.163637638092041
harder_gate_clipping,chexpert,residual_abs,4,pleural_effusion,3,9.80772336324056,0.9893671609215882,8.483323097229004,10.860748291015625,1.9529118140538533,0.7813657314416955,1.198125958442688,3.0292484760284424
harder_gate_clipping,chexpert,residual_abs,5,pneumonia,3,9.482556819915771,3.408376263768298,4.896899700164795,13.061602592468262,1.3929760654767354,0.924519155102661,0.5130206346511841,2.6704275608062744
harder_gate_clipping,chexpert,residual_abs,6,pneumothorax,3,5.857888857523601,1.2196887622305055,4.140380382537842,6.854789733886719,1.0272280673185985,0.5000235104354382,0.4666151702404022,1.680790662765503
labelwise_trust_region,nih,residual_abs,0,atelectasis,3,1.1888188521067302,0.5425995446605296,0.4321141242980957,1.6774883270263672,0.4827369252840678,0.1813632350572877,0.23547637462615967,0.6654061675071716
labelwise_trust_region,nih,residual_abs,1,cardiomegaly,3,1.929583191871643,0.1775937993160625,1.7243566513061523,2.1575794219970703,0.6145291725794474,0.012269779016082547,0.5997695922851562,0.6298106908798218
labelwise_trust_region,nih,residual_abs,2,consolidation,3,1.842951496442159,0.3635814610539309,1.5508350133895874,2.3554632663726807,0.6506040692329407,0.11040447063688041,0.5689063668251038,0.8066824078559875
labelwise_trust_region,nih,residual_abs,3,edema,3,1.7243576844533284,0.03854482465083998,1.6825182437896729,1.775537133216858,0.893026332060496,0.015591071563842537,0.8780410289764404,0.9145262241363525
labelwise_trust_region,nih,residual_abs,4,pleural_effusion,3,1.4525738954544067,0.09403855678459679,1.3367390632629395,1.567073941230774,0.7409403324127197,0.04346035031120856,0.6889868974685669,0.7953570485115051
labelwise_trust_region,nih,residual_abs,5,pneumonia,3,1.9205549955368042,0.4575020506247291,1.4541759490966797,2.5421130657196045,0.5782448053359985,0.09026269021486796,0.49950700998306274,0.7046269178390503
labelwise_trust_region,nih,residual_abs,6,pneumothorax,3,2.027640461921692,0.39205282641754324,1.5035659074783325,2.446418046951294,0.7037667433420817,0.06166686973519509,0.6297172904014587,0.7806877493858337
labelwise_trust_region,chexpert,residual_abs,0,atelectasis,3,0.5697540243466696,0.024773172292867338,0.5362138748168945,0.595291018486023,0.33789461851119995,0.008726735946159385,0.3262448012828827,0.34724730253219604
labelwise_trust_region,chexpert,residual_abs,1,cardiomegaly,3,0.4466765324274699,0.02359949919344942,0.4265516996383667,0.479796439409256,0.3062513967355092,0.013720134819492347,0.28983721137046814,0.3234191834926605
labelwise_trust_region,chexpert,residual_abs,2,consolidation,3,0.34956857562065125,0.02410691360446171,0.3162934482097626,0.37263181805610657,0.2403850108385086,0.013134191923397945,0.22519531846046448,0.25723811984062195
labelwise_trust_region,chexpert,residual_abs,3,edema,3,0.9986380934715271,0.043034307151932995,0.9650777578353882,1.0593864917755127,0.6895907521247864,0.010502418616717824,0.6780127882957458,0.7034366726875305
labelwise_trust_region,chexpert,residual_abs,4,pleural_effusion,3,0.6557856798171997,0.04254348294359854,0.5956201553344727,0.6859329342842102,0.4862739642461141,0.012407247656772279,0.47243374586105347,0.5025346279144287
labelwise_trust_region,chexpert,residual_abs,5,pneumonia,3,0.22855940957864126,0.01487782510929435,0.20773230493068695,0.24156107008457184,0.16283012429873148,0.015283482923536738,0.1413988471031189,0.1759752780199051
labelwise_trust_region,chexpert,residual_abs,6,pneumothorax,3,0.3111291329065959,0.024201074178746142,0.2871880829334259,0.3442811965942383,0.2400352656841278,0.013079487189089824,0.22161069512367249,0.2506656050682068
