method,seed,domain,metric,label_index,label_name,mean,std,min,max
labelwise_trust_region,1337,nih,gate,4,pleural_effusion,0.5747708082199097,0.013210080564022064,0.5599830746650696,0.6207225918769836
labelwise_trust_region,1337,nih,gate,5,pneumonia,0.5664096474647522,0.0018660861533135176,0.5614577531814575,0.5770856738090515
labelwise_trust_region,1337,nih,gate,6,pneumothorax,0.5704123973846436,0.008456519804894924,0.5639657378196716,0.6189160943031311
labelwise_trust_region,1337,chexpert,gate,0,atelectasis,0.5804422497749329,0.011654183268547058,0.5665727257728577,0.613422155380249
labelwise_trust_region,1337,chexpert,gate,1,cardiomegaly,0.5724962949752808,0.007726940326392651,0.5640406608581543,0.6063413619995117
labelwise_trust_region,1337,chexpert,gate,2,consolidation,0.5731059312820435,0.006976238451898098,0.5652218461036682,0.6020112633705139
labelwise_trust_region,1337,chexpert,gate,3,edema,0.566883385181427,0.00146161497104913,0.5633412003517151,0.5730762481689453
labelwise_trust_region,1337,chexpert,gate,4,pleural_effusion,0.5839211344718933,0.01272154226899147,0.5645681023597717,0.6110300421714783
labelwise_trust_region,1337,chexpert,gate,5,pneumonia,0.5660281181335449,0.0016032876446843147,0.5615518689155579,0.5694978833198547
labelwise_trust_region,1337,chexpert,gate,6,pneumothorax,0.5718390345573425,0.006810483988374472,0.5644205808639526,0.6008335947990417
harder_gate_clipping,2027,nih,gate,0,atelectasis,0.10000001639127731,1.4901161193847656e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,nih,gate,1,cardiomegaly,0.10000001639127731,1.4901161193847656e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,nih,gate,2,consolidation,0.10000001639127731,1.4901161193847656e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,nih,gate,3,edema,0.10000001639127731,1.4901161193847656e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,nih,gate,4,pleural_effusion,0.10000001639127731,1.4901161193847656e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,nih,gate,5,pneumonia,0.10000001639127731,1.4901161193847656e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,nih,gate,6,pneumothorax,0.10000001639127731,1.4901161193847656e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,chexpert,gate,0,atelectasis,0.10000002384185791,2.2351741790771484e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,chexpert,gate,1,cardiomegaly,0.10000002384185791,2.2351741790771484e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,chexpert,gate,2,consolidation,0.10000002384185791,2.2351741790771484e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,chexpert,gate,3,edema,0.10000002384185791,2.2351741790771484e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,chexpert,gate,4,pleural_effusion,0.10000002384185791,2.2351741790771484e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,chexpert,gate,5,pneumonia,0.10000002384185791,2.2351741790771484e-08,0.10000000149011612,0.10000000149011612
harder_gate_clipping,2027,chexpert,gate,6,pneumothorax,0.10000002384185791,2.2351741790771484e-08,0.10000000149011612,0.10000000149011612
labelwise_trust_region,2027,nih,gate,0,atelectasis,0.4994252026081085,0.010517404414713383,0.4675773084163666,0.5100053548812866
labelwise_trust_region,2027,nih,gate,1,cardiomegaly,0.5075780153274536,0.0043649375438690186,0.46857428550720215,0.5126297473907471
